Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL2012813,,None,581.76,1,3.39,2,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H](C)N(C)C(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,IC50,'=',30,nM,7.52,,,UO_0000065,12.93,0.24,4.13,5.36,0,CHEMBL2174034,Inhibition of human recombinant HDAC3/NCoR2 using Ac-Lys(Ac)-7-amino-4-methylcoumarin as substrate after 30 mins by trypsin-coupled fluorogenic assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL2169795,1,Scientific Literature,ACS Med Chem Lett,2012,None,,,
CHEMBL4461622,,None,435.45,0,4.38,4,O=C(CCCCCN1C(=O)c2cccc3c(Nc4cccc(F)c4)ccc(c23)C1=O)NO,IC50,'=',550,nM,6.26,,,UO_0000065,14.38,0.27,1.88,6.34,0,CHEMBL4329356,Inhibition of human recombinant full length C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in insect cells using RHK-K(Ac)-AMC as substrate by fluorimetric assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4325904,1,Scientific Literature,Eur J Med Chem,2019,None,,,
CHEMBL396097,,None,227.26,0,2.32,2,O=C(NO)C(c1ccccc1)c1ccccc1,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL4310912,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 co-expressed in baculovirus expression system using Ac-Arg-Gly-Lys(Ac) as substrate measured after 60 mins by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4308884,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,,,
CHEMBL343448,ROMIDEPSIN,4,540.71,1,1.43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4578278,,None,349.43,0,3.4,30,O=C(NO)c1ccc(Cn2cc(CN3CCCC3)c3ccccc32)cc1,IC50,'=',398.11,nM,6.4,,,UO_0000065,,,,,0,CHEMBL4386410,Inhibition of human recombinant full length C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected insect cells measured after 40 mins by HDAC-Glo1/2 luminescent assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4385610,1,Scientific Literature,J Med Chem,2019,None,,,
CHEMBL1914707,,None,559.59,2,5.72,3e,[N-]=[N+]=NCc1cc(N=[N+]=[N-])cc(C(=O)Nc2ccc(Cn3cc(NC(=O)CCCCCCC(=O)NO)cn3)cc2)c1,IC50,'=',432,nM,6.37,,,UO_0000065,11.37,0.21,0.64,2.86,0,CHEMBL1921157,Inhibition of human recombinant HDAC3/NCoR2 using fluorophore-conjugated substrate Boc-L-Lys(Ac)-AMC,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL1914352,1,Scientific Literature,J Med Chem,2011,None,,,
CHEMBL1914708,,None,440.47,0,4.47,3f,[N-]=[N+]=NCc1cc(Cn2cc(NC(=O)CCCCCCC(=O)NO)cn2)cc(N=[N+]=[N-])c1,IC50,'=',128,nM,6.89,,,UO_0000065,15.65,0.29,2.42,3.56,0,CHEMBL1921157,Inhibition of human recombinant HDAC3/NCoR2 using fluorophore-conjugated substrate Boc-L-Lys(Ac)-AMC,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL1914352,1,Scientific Literature,J Med Chem,2011,None,,,
CHEMBL4440264,,None,331.38,0,3.77,4c,Nc1ccccc1NC(=O)c1ccc(C(=O)Nc2ccccc2)cc1,IC50,'=',16000,nM,4.8,,,UO_0000065,14.47,0.26,1.03,5.69,0,CHEMBL4353988,Inhibition of human recombinant C-terminal His-tagged HDAC3/NCOR2 using Boc-Lys-(epsilon-Ac)-AMC as fluorogenic substrate incubated for 90 mins by fluorescence based assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4351000,1,Scientific Literature,Eur J Med Chem,2019,None,,,
CHEMBL4212866,,None,475.55,0,3.31,19b,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(Cc4ccc(CC(=O)NO)cc4)ccc3OCC)nc12,IC50,'>',20000,nM,,,,UO_0000065,,,,,0,CHEMBL4198902,Inhibition of full length human recombinant C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (95 to 489 residues) expressed in baculovirus infected sf9 cells using fluorogenic HDAC substrate 3 after 30 mins by fluorescence assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4196089,1,Scientific Literature,Eur J Med Chem,2018,None,,,
CHEMBL99,TRICHOSTATIN,1,302.37,0,2.58,TSA,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,'=',12.7,nM,7.9,,,UO_0000065,,,,,0,CHEMBL4158906,Inhibition of recombinant human HDAC3/NCOR2 expressed in baculovirus infected insect cells using RHKK(Ac)AMC as substrate by fluorescence-based assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4152390,1,Scientific Literature,J Med Chem,2018,None,,,
CHEMBL4229248,,None,321.38,0,3.33,11f,Cc1ccc(-c2cc(C)n(Cc3ccc(C(=O)NO)cc3)n2)cc1,IC50,'=',26,nM,7.58,,,UO_0000065,23.6,0.43,4.26,11.3,0,CHEMBL4221575,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected sf9 cells using Boc-Lys-(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition measured after 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4219109,1,Scientific Literature,Bioorg Med Chem,2018,None,,,
CHEMBL4226175,,None,306.3,0,1.23,16c,O=C(CCCNC(=O)c1cc(-c2ccc(F)cc2)[nH]n1)NO,IC50,'=',1426,nM,5.85,,,UO_0000065,19.09,0.36,4.62,5.46,0,CHEMBL4221575,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected sf9 cells using Boc-Lys-(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition measured after 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4219109,1,Scientific Literature,Bioorg Med Chem,2018,None,,,
CHEMBL4444219,,None,504.55,0,3.85,13a,CCCNNC(=O)/C=C/c1ccc(CNCCc2c(C)[nH]c3ccccc23)cc1.O=C(O)C(F)(F)F,IC50,'=',0.316,nM,9.5,,,UO_0000065,24.33,0.45,5.65,13.78,0,CHEMBL4346148,Inhibition of recombinant human C-terminal GST/His-tagged HDAC3 (1 to 428 residues) co-expressed with human N-terminal GST-tagged NCOR2 (395 to 489 residues) in baculovirus infected Sf9 cells using Boc-Lys(acetyl)-AMC as substrate preincubated for 30 mins followed by substrate addition and measured after 2 hrs by fluorescence based microplate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,,
CHEMBL483254,PANOBINOSTAT,4,349.43,0,3.33,Pan; LBH589,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,IC50,'=',2.097,nM,8.68,,,UO_0000065,24.84,0.46,5.35,11.25,0,CHEMBL4346146,Inhibition of recombinant human C-terminal GST/His-tagged HDAC3 (1 to 428 residues) co-expressed with human N-terminal GST-tagged NCOR2 (395 to 489 residues) in baculovirus infected Sf9 cells using Boc-Lys(acetyl)-AMC as substrate preincubated for 90 mins followed by substrate addition and measured after 2 hrs by fluorescence based microplate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,,
CHEMBL483254,PANOBINOSTAT,4,349.43,0,3.33,Pan; LBH589,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,IC50,'=',2.1,nM,8.68,,,UO_0000065,24.83,0.46,5.35,11.25,0,CHEMBL4346118,Inhibition of recombinant human C-terminal GST/His-tagged HDAC3 (1 to 428 residues) co-expressed with human N-terminal GST-tagged NCOR2 (395 to 489 residues) in baculovirus infected Sf9 cells using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based micro plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,,
CHEMBL4558922,,None,397.52,0,4.27,15c,CCCNNC(=O)c1ccc(CN(Cc2ccccc2)C(=O)OC(C)(C)C)cc1,IC50,'=',78.14,nM,7.11,,,UO_0000065,17.88,0.33,2.84,10.06,0,CHEMBL4346118,Inhibition of recombinant human C-terminal GST/His-tagged HDAC3 (1 to 428 residues) co-expressed with human N-terminal GST-tagged NCOR2 (395 to 489 residues) in baculovirus infected Sf9 cells using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based micro plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,,
CHEMBL4482900,,None,464.61,1,5.1,15b,CCCNNC(=O)c1cccc(CN(CCc2c(C)[nH]c3ccccc23)C(=O)OC(C)(C)C)c1,IC50,'>',5000,nM,,,,UO_0000065,,,,,0,CHEMBL4346118,Inhibition of recombinant human C-terminal GST/His-tagged HDAC3 (1 to 428 residues) co-expressed with human N-terminal GST-tagged NCOR2 (395 to 489 residues) in baculovirus infected Sf9 cells using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based micro plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,,
CHEMBL4580907,,None,490.65,1,5.5,12a,CCCNNC(=O)/C=C/c1ccc(CN(CCc2c(C)[nH]c3ccccc23)C(=O)OC(C)(C)C)cc1,IC50,'=',16.76,nM,7.78,,,UO_0000065,15.85,0.29,2.28,8.99,0,CHEMBL4346118,Inhibition of recombinant human C-terminal GST/His-tagged HDAC3 (1 to 428 residues) co-expressed with human N-terminal GST-tagged NCOR2 (395 to 489 residues) in baculovirus infected Sf9 cells using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based micro plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,,
CHEMBL4457985,,None,548.56,0,3.01,13d,COC(=O)CCNNC(=O)/C=C/c1ccc(CNCCc2c(C)[nH]c3ccccc23)cc1.O=C(O)C(F)(F)F,IC50,'=',309.7,nM,6.51,,,UO_0000065,14.98,0.28,3.5,6.83,0,CHEMBL4346118,Inhibition of recombinant human C-terminal GST/His-tagged HDAC3 (1 to 428 residues) co-expressed with human N-terminal GST-tagged NCOR2 (395 to 489 residues) in baculovirus infected Sf9 cells using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based micro plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,,
CHEMBL1089495,,None,332.32,0,3.49,32,O=C(CCCCCCC(=O)Nc1cccc(C(F)(F)F)c1)NO,IC50,'=',185,nM,6.73,,,UO_0000065,20.26,0.4,3.24,8.58,0,CHEMBL3102464,Inhibition of human HDAC3/NCOR2 using RHKK(Ac) as substrate by fluorimetric analysis,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3098008,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,
CHEMBL343448,ROMIDEPSIN,4,540.71,1,1.43,FK228,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,IC50,'=',18,nM,7.75,,,UO_0000065,14.32,0.29,6.31,5.43,0,CHEMBL1838189,Inhibition of recombinant human HDAC3/NCOR2 using Boc-L-Lys(epsilon-trifluoroacetyl)-AMC as substrate by two-step fluorogenic assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL1833850,1,Scientific Literature,J Nat Prod,2011,None,,,
CHEMBL583130,,None,567.73,1,3.05,4,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H](C)NC(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,IC50,'=',140,nM,6.85,,,UO_0000065,12.07,0.23,3.8,4.59,0,CHEMBL2014771,Inhibition of HDAC3-NCoR2 in human HeLa cells nuclear extract using Fluor-de-Lys as substrate after 30 mins by spectrophotometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL2010669,1,Scientific Literature,ACS Med Chem Lett,2011,CHEMBL3308376,,,
CHEMBL2012818,,None,577.73,1,3.68,19,CCC(=O)CCCCC[C@@H]1NC(=O)[C@@H](C)n2cc(nn2)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,IC50,'=',16,nM,7.8,,,UO_0000065,13.49,0.25,4.12,5.17,0,CHEMBL2014771,Inhibition of HDAC3-NCoR2 in human HeLa cells nuclear extract using Fluor-de-Lys as substrate after 30 mins by spectrophotometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL2010669,1,Scientific Literature,ACS Med Chem Lett,2011,CHEMBL3308376,,,
CHEMBL430060,APICIDIN,None,623.8,1,3.07,3,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O,IC50,'=',29,nM,7.54,,,UO_0000065,12.08,0.23,4.47,5.43,0,CHEMBL2014771,Inhibition of HDAC3-NCoR2 in human HeLa cells nuclear extract using Fluor-de-Lys as substrate after 30 mins by spectrophotometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL2010669,1,Scientific Literature,ACS Med Chem Lett,2011,CHEMBL3308376,,,
CHEMBL4516759,,None,531.68,1,2.16,41e,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C(F)(F)[C@@H](/C=C/CCS)NC1=O,IC50,'=',7.43,nM,8.13,,,UO_0000065,15.29,0.33,5.97,7.22,0,CHEMBL4363858,Inhibition of human recombinant full length C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected Sf9 cells using Ac-peptide-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4359920,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,,
CHEMBL4160579,,None,405.47,1,5.04,5,CC(C)[C@@H](C(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)cc1)c1ccccc1,IC50,'=',1000,nM,6,,,UO_0000065,14.8,0.27,0.96,7.12,0,CHEMBL4133866,Inhibition of human HDAC3/NCOR2 using p53 (379 to 382 residues) derived fluorogenic peptide RHKKAc,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4130443,1,Scientific Literature,Eur J Med Chem,2017,None,,,
CHEMBL4159674,,None,381.38,0,3.98,19,Nc1cc(F)ccc1NC(=O)c1ccc(NC(=O)Cc2ccc(F)cc2)cc1,IC50,'=',200,nM,6.7,,,UO_0000065,17.57,0.33,2.72,7.95,0,CHEMBL4133866,Inhibition of human HDAC3/NCOR2 using p53 (379 to 382 residues) derived fluorogenic peptide RHKKAc,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4130443,1,Scientific Literature,Eur J Med Chem,2017,None,,,
CHEMBL4217821,,None,461.52,0,3.38,19a,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(Cc4ccc(C(=O)NO)cc4)ccc3OCC)nc12,IC50,'=',1350,nM,5.87,,,UO_0000065,,,,,0,CHEMBL4198902,Inhibition of full length human recombinant C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (95 to 489 residues) expressed in baculovirus infected sf9 cells using fluorogenic HDAC substrate 3 after 30 mins by fluorescence assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4196089,1,Scientific Literature,Eur J Med Chem,2018,None,,,
CHEMBL4798111,,None,382.39,0,3.36,12,C[C@H](CN1CCC[C@@H]1C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,'=',10000,nM,5,,,UO_0000065,,,,,0,CHEMBL4689593,Inhibition of HDAC3/NCOR2 (unknown origin) using Boc-Lys(Ac) as substrate by fluorogenic assay,A,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4680373,1,Scientific Literature,ACS Med Chem Lett,2021,None,,INHIBITOR,
CHEMBL2103863,ABEXINOSTAT,3,397.43,0,2.42,20,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12,IC50,'=',148,nM,6.83,,,UO_0000065,17.18,0.32,4.41,6.56,0,CHEMBL4771392,Inhibition of human HDAC3/NcoR2 expressed in sf9 cells using p53 residues 379-382 (RHKKAc) as substrate by fluorescence-based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4765362,1,Scientific Literature,J Med Chem,2020,None,,INHIBITOR,
CHEMBL3792392,,None,288.37,0,3.14,9a,O=C(CCCc1csc(/C=C/c2ccccc2)n1)NO,IC50,'=',17790,nM,4.75,,,UO_0000065,16.47,0.32,1.61,7.63,0,CHEMBL3794900,Inhibition of full length human recombinant C-terminal His-tagged HDAC3 (1 to 428 residues)/human recombinant N-terminal GST-tagged NCOR2 expressed in insect cells using RHK-K(Ac)-AMC as substrate incubated for 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3792358,1,Scientific Literature,Eur J Med Chem,2016,None,,,
CHEMBL483254,PANOBINOSTAT,4,349.43,0,3.33,LBH-589,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,IC50,'=',2.27,nM,8.64,,,UO_0000065,24.74,0.45,5.31,11.2,0,CHEMBL3829033,Inhibition of full length C-terminal His-tagged human recombinant HDAC3/NCOR2 (395 to 489 residues) expressed in baculovirus infected insect Sf9 cells using Ac-peptide-AMC as substrate assessed as release of AMC preincubated for 15 mins followed by substrate addition measured after 1 hr by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3826921,1,Scientific Literature,J Med Chem,2016,CHEMBL3308860,,,
CHEMBL4757641,,None,639.67,2,2.26,HD-TAC1; 7b,Nc1ccccc1NC(=O)c1ccc(NC(=O)CCCCNC(=O)CNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)cc1,IC50,'=',520,nM,6.28,,,UO_0000065,9.82,0.18,4.02,3.01,0,CHEMBL4711177,Inhibition of human recombinant C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected Sf9 insect cells using Boc-Lys(epsilon-Ac)-AMC as substrate measured after 90 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4706593,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 1.5 hr,INHIBITOR,
CHEMBL27759,ENTINOSTAT,3,376.42,0,3.34,Entinostat,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,IC50,'=',950,nM,6.02,,,UO_0000065,16,0.29,2.68,5.66,0,CHEMBL4353988,Inhibition of human recombinant C-terminal His-tagged HDAC3/NCOR2 using Boc-Lys-(epsilon-Ac)-AMC as fluorogenic substrate incubated for 90 mins by fluorescence based assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4351000,1,Scientific Literature,Eur J Med Chem,2019,None,,,
CHEMBL4572172,,None,317.39,0,4.13,4a,Nc1ccccc1NC(=O)c1ccc(CNc2ccccc2)cc1,IC50,'=',600,nM,6.22,,,UO_0000065,19.6,0.35,2.09,9.27,0,CHEMBL4353988,Inhibition of human recombinant C-terminal His-tagged HDAC3/NCOR2 using Boc-Lys-(epsilon-Ac)-AMC as fluorogenic substrate incubated for 90 mins by fluorescence based assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4351000,1,Scientific Literature,Eur J Med Chem,2019,None,,,
CHEMBL3605497,,None,404.45,0,3.88,15e,Nc1ccccc1NC(=O)c1ccc(CNC2=NC(c3cccc(F)c3)CO2)cc1,IC50,'=',24,nM,7.62,,,UO_0000065,18.84,0.35,3.74,8.59,0,CHEMBL3606696,Inhibition of recombinant HDAC3/NCOR2 (unknown origin) pre-incubated for 3 hrs before substrate addition by homogeneous fluorogenic HDAC assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3603817,1,Scientific Literature,J Med Chem,2015,None,,,
